varset,segment,model,rmse,mae,mape,policy_loss,n,window_mode
bop,all,Naive,1350.8071814239772,1180.5794522485394,26.25437736988761,2352.246118915206,27,full
bop,crisis,Naive,1338.9154540596755,1186.3037675592134,33.35151232577741,2352.5537675592136,12,full
bop,tranquil,Naive,1360.2457130974535,1176.0,20.576669405175775,2352.0,15,full
bop,all,VECM,1556.3436578458402,1393.163120527872,32.04516902281409,2767.022383596809,27,full
bop,crisis,VECM,1629.082414358634,1504.0015251055593,43.42461131699672,2964.5693709285165,12,full
bop,tranquil,VECM,1495.6077146606665,1304.492396865722,22.941615187468,2608.984793731444,15,full
bop,all,XGBoost,886.1322330488664,690.4889368127893,17.46798934180099,1303.059497974537,27,full
bop,crisis,XGBoost,1131.7373312550883,1018.178741455078,29.233999059832797,1985.0460205078125,12,full
bop,tranquil,XGBoost,623.4990717247257,428.3370930989584,8.055181567375543,757.4702799479167,15,full
monetary,all,ARIMA,2025.372971428822,1717.4678558381838,29.12832907646387,3434.935711676368,17,full
monetary,tranquil,ARIMA,2025.372971428822,1717.4678558381838,29.12832907646387,3434.935711676368,17,full
monetary,all,BVAR,1967.6480211536627,1654.466225063882,28.351661180677425,3307.1684231707186,17,full
monetary,tranquil,BVAR,1967.6480211536627,1654.466225063882,28.351661180677425,3307.1684231707186,17,full
monetary,all,DMA,464.42591460229727,310.88662105263,5.736935157958996,566.8614872145977,17,full
monetary,tranquil,DMA,464.42591460229727,310.88662105263,5.736935157958996,566.8614872145977,17,full
monetary,all,DMS,363.6329084875325,278.4686445006978,5.017652745550393,502.1544891963604,17,full
monetary,tranquil,DMS,363.6329084875325,278.4686445006978,5.017652745550393,502.1544891963604,17,full
monetary,all,MS-VAR,363.6329084875325,278.4686445006978,5.017652745550393,502.1544891963604,17,full
monetary,tranquil,MS-VAR,363.6329084875325,278.4686445006978,5.017652745550393,502.1544891963604,17,full
monetary,all,MS-VECM,588.7037785059917,335.58229577736086,6.32299554430718,592.4245849420731,17,full
monetary,tranquil,MS-VECM,588.7037785059917,335.58229577736086,6.32299554430718,592.4245849420731,17,full
monetary,all,Naive,1143.553337319304,927.2941176470588,15.514420880784249,1854.5882352941176,17,full
monetary,tranquil,Naive,1143.553337319304,927.2941176470588,15.514420880784249,1854.5882352941176,17,full
monetary,all,VECM,8268.076379099506,6978.160172184413,122.2872964533016,13937.342707578247,17,full
monetary,tranquil,VECM,8268.076379099506,6978.160172184413,122.2872964533016,13937.342707578247,17,full
monetary,all,XGBoost,424.1159936178594,343.93029067095586,6.115848640708381,676.6626551011029,17,full
monetary,tranquil,XGBoost,424.1159936178594,343.93029067095586,6.115848640708381,676.6626551011029,17,full
pca,all,ARIMA,1345.1411407170808,1222.9278925748574,20.795692772913185,2445.855785149715,10,full
pca,tranquil,ARIMA,1345.1411407170808,1222.9278925748574,20.795692772913185,2445.855785149715,10,full
pca,all,BVAR,1485.5476420777247,1366.09454468186,23.303168237067457,2732.18908936372,10,full
pca,tranquil,BVAR,1485.5476420777247,1366.09454468186,23.303168237067457,2732.18908936372,10,full
pca,all,DMA,332.4494325153441,276.67435830734775,5.087938172368471,356.47441091274897,10,full
pca,tranquil,DMA,332.4494325153441,276.67435830734775,5.087938172368471,356.47441091274897,10,full
pca,all,DMS,444.7512048288481,368.6367492653668,6.716306866982724,552.8977230452788,10,full
pca,tranquil,DMS,444.7512048288481,368.6367492653668,6.716306866982724,552.8977230452788,10,full
pca,all,MS-VAR,383.8241897271762,345.94121713914063,6.039509365985626,382.6524857501647,10,full
pca,tranquil,MS-VAR,383.8241897271762,345.94121713914063,6.039509365985626,382.6524857501647,10,full
pca,all,MS-VECM,444.7512048288481,368.6367492653668,6.716306866982724,552.8977230452788,10,full
pca,tranquil,MS-VECM,444.7512048288481,368.6367492653668,6.716306866982724,552.8977230452788,10,full
pca,all,Naive,1295.7687679520602,1158.3,19.59153602465402,2316.6,10,full
pca,tranquil,Naive,1295.7687679520602,1158.3,19.59153602465402,2316.6,10,full
pca,all,VECM,1482.0525276686628,1363.496199029932,23.26135612642809,2726.992398059864,10,full
pca,tranquil,VECM,1482.0525276686628,1363.496199029932,23.26135612642809,2726.992398059864,10,full
pca,all,XGBoost,654.6737001334766,480.955810546875,8.937053662244239,860.425244140625,10,full
pca,tranquil,XGBoost,654.6737001334766,480.955810546875,8.937053662244239,860.425244140625,10,full
full,all,ARIMA,1947.522887509039,1744.0308146660434,29.591694323869557,3488.061629332087,14,full
full,tranquil,ARIMA,1947.522887509039,1744.0308146660434,29.591694323869557,3488.061629332087,14,full
full,all,BVAR,601.4651460488567,538.5719210264654,8.583912575930587,1077.1438420529307,9,full
full,tranquil,BVAR,601.4651460488567,538.5719210264654,8.583912575930587,1077.1438420529307,9,full
full,all,DMA,1369.7011256267135,1146.8604803555445,21.02187115301859,1715.897480336668,14,full
full,tranquil,DMA,1369.7011256267135,1146.8604803555445,21.02187115301859,1715.897480336668,14,full
full,all,DMS,1011.5909697249292,911.7444731123778,15.922351012394408,1245.6654658288255,14,full
full,tranquil,DMS,1011.5909697249292,911.7444731123778,15.922351012394408,1245.6654658288255,14,full
full,all,MS-VAR,2296.2998827249,1221.2453863223911,23.74173519330372,1810.2172369438997,14,full
full,tranquil,MS-VAR,2296.2998827249,1221.2453863223911,23.74173519330372,1810.2172369438997,14,full
full,all,MS-VECM,905.4054247586428,808.9528725543021,13.303815121203918,808.9528725543021,10,full
full,tranquil,MS-VECM,905.4054247586428,808.9528725543021,13.303815121203918,808.9528725543021,10,full
full,all,Naive,1256.7929992075635,1090.357142857143,18.273236284396518,2180.714285714286,14,full
full,tranquil,Naive,1256.7929992075635,1090.357142857143,18.273236284396518,2180.714285714286,14,full
full,all,VECM,7297.978680928076,7276.842360800964,127.32872410967076,14553.684721601929,12,full
full,tranquil,VECM,7297.978680928076,7276.842360800964,127.32872410967076,14553.684721601929,12,full
full,all,XGBoost,381.7186958836492,323.9544154575893,5.618569435443884,533.4311174665179,14,full
full,tranquil,XGBoost,381.7186958836492,323.9544154575893,5.618569435443884,533.4311174665179,14,full
